Sample_ID_IfH,Organism_Code,imipenem,amikacin,tetracycline,gentamicin,cefepime,meropenem,levofloxacin,trimethoprim/sulfamethoxazole,ertapenem,aztreonam,ciprofloxacin,piperacillin/tazobactam,tobramycin,cefoxitin,colistin,cefotaxime,cefalotin,cefuroxime,ampicillin,amoxicillin/clavulanic acid,ceftazidime,tigecycline,fosfomycin,ceftazidime/avibactam,chloramphenicol,cefotetan,cefpodoxime,ceftazidime/clavulanic acid,minocycline,cefmetazole,ceftriaxone,cefoperazone/sulbactam,doripenem,cefozopran,ampicillin/sulbactam,piperacillin,imipenem/relebactam,cefepime_taniborbactam,ceftolozane/tazobactam,ceftaroline,cefazolin,polymyxin B,trimethoprim_sulfamethoxazole,piperacillin_tazobactam,extended spectrum beta lactamase,cefotaxime/clavulanic acid,doxycycline,nitrofurantoin,cephalothin,ofloxacin,kanamycin,nalidixic acid,carbenicillin,penicillin,streptomycin,erythromycin,neomycin,spectinomycin,rifampin,cefiderocol,ticarcillin/clavulanic acid,trimethoprim_sulfonamide,amoxicillin,aminogycosides,fluoroquinolones,beta-lactam,trimotheprim,cefoperazone,florfenicol,sulfamethoxazole,ceftriaxone/cefpodoxime
72407.2784,EKP,,,,<=1,>16,,,>2/38,,16,,,,,<=1,>128,,<=2,,,8,1,>16,,>16,<=1,>64,<=0.12,<=1,<=0.5,>64,<=8/4,<=0.5,>16,8/4,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2394,EKP,<=0.5,,,,4,,,,,,1,<=4,<=1,,<=1,>128,,4,,,4,<=0.25,<=4,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,<=8/4,<=0.5,16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2501,EKP,,,,<=1,>16,<=0.5,<=0.5,>2/38,,,,,,,>8,>128,,4,,,>16,1,>16,,<=8,<=1,>64,1,4,2,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66308,EKP,,,,,>=32,>=16,,,2,2,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65982,EKP,<=0.5,<=4,,,>16,<=0.5,2,,,>16,4,,<=1,,<=1,>128,,<=2,,,8,1,16,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,<=8/4,<=0.5,>16,16/8,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.7216,EKP,,<=4,,<=1,>16,>8,,>2/38,>4,>16,2,>64/4,<=1,>16,0.19,,,,,,>16,<=1,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46336,EKP,,>256,,,,,32,,,,,,,256,,128,,,,,256,1,>256,,,,,,4,,256,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.4143,EKP,0.12,,,,,,,,,,,,,,,0.25,,16,,16,2,2,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2606,EKP,<=0.5,,,<=1,,,,<=1/19,,,<=0.25,,<=1,,<=1,>128,,<=2,,,2,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66479,EKP,,8,,,>=32,>=16,,,>=8,>=64,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2488,EKP,<=0.5,,,,,,,<=1/19,,,,,,,<=1,>128,,<=2,,,<=1,<=0.25,<=4,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,<=8/4,<=0.5,16,8/4,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4107,EKP,0.12,,,,,,,,,,8,8,,,,0.029999999,,256,,16,0.25,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66059,EKP,,,,<=1,<=1,<=0.5,<=0.5,,,,<=0.25,<=4,<=1,,<=1,<=0.5,,<=2,,,<=1,1,16,,<=8,<=1,<=0.5,<=0.12,<=1,<=0.5,<=0.5,<=8/4,<=0.5,<=1,8/4,32,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.24435,EKP,>16,,<=4,<2,>32,>8,,>8/152,,,,>128/4,,>=32,=0.5,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.66292,EKP,,<=2,,>=16,>=64,>=16,,,,,,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4083,EKP,0.5,,4,128,,,,,,,16,8,,16,,256,,256,,16,32,0.5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2713,EKP,,<=4,,<=1,,,<=0.5,>2/38,,>16,,,8,,<=1,>128,,<=2,,,16,1,16,,>16,<=1,>64,<=0.12,2,<=0.5,>64,16/8,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.67372,EKP,,,,,8,8,,,16,,,>128,,,,,,,,,,,,1,,,,,,,,,,,,,0.5,0.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.7077,EKP,0.25,,256,128,,,,,,,128,32,,4,,512,,256,,16,64,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.24403,EKP,>64,,>=16,<2,>32,>8,,>8/152,,>64,,>128/4,,>=32,=0.5,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=1,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.5766,EKP,>=64,>64,>64,>64,>64,>32,,>64/128,,>64,>16,>128/,>64,>64,16,>32,,,>64,,>64,,,,64,,,,>=16,,,,,,>64/,,,,,>32,>64,>=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2581,EKP,<=0.5,,,<=1,,<=0.5,,,,2,1,<=4,<=1,,<=1,>128,,4,,,<=1,1,>16,,<=8,<=1,>64,<=0.12,>8,<=0.5,>64,<=8/4,<=0.5,16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.31623,EKP,,>64,,,>=64,,,,,,,>=128,,>=64,4,>=64,,,>=32,>=32,>=64,4,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>320,,,,,,,,,
573.66489,EKP,,,,>=16,,>=16,,,>=8,,,,,>=64,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66261,EKP,,,,>=16,>=32,,,,>=8,16,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.197,EKP,,32,,2,>16,,,,>4,,>2,>64/4,,,0.5,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.4206,EKP,0.12,,16,,,,,,,,,16,,16,,0.25,,32,,4,0.25,4,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
1284833.4,EKP,4,<=4,,8,<=2,4,<=1,<=0.5/9.5,4,>16,<=0.25,>64/4,8,,<=0.25,4,,,,,16,0.5,,,,,,,<=2,,,,2,,,,,,,,,0.5,,,,,<=2,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2645,EKP,,<=4,,>8,>16,,,,,,>4,<=4,,,<=1,>128,,<=2,,,16,<=0.25,<=4,,<=8,<=1,>64,<=0.12,<=1,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66297,EKP,,,,<=1,,>=16,,,>=8,>=64,,,,,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400164.3,EKP,,<=2,,>8,32,0.094,,>8,,,>2,>64,8,,,,,,,,16,<2,,,,,,,,,4,,,,>16,,,,,,>32,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,
573.7074,EKP,0.12,,256,0.25,,,,,,,64,32,,32,,512,,256,,16,256,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
72407.2425,EKP,2,<=4,,,>16,2,,<=1/19,,,>4,,,,<=1,4,,>32,,,8,4,16,,>16,16,16,16,>8,>32,2,>32/16,2,16,>32/16,>64,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
573.66215,EKP,,<=2,,,>=32,>=16,,,,>=64,,,,32,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.172,EKP,>8,32,,>8,,>8,,,,>16,>2,>64/4,>8,,>4,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,>4,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.66425,EKP,,,,,>=32,,,,>=8,,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46392,EKP,,,,,128,>32,16,,,,,,,128,,256,,,,,64,1,256,,,,,,4,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
72407.2724,EKP,<=0.5,<=4,,,>16,<=0.5,<=0.5,<=1/19,,>16,,<=4,2,,<=1,>128,,<=2,,,2,1,16,,<=8,<=1,>64,<=0.12,2,<=0.5,>64,>32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1328392.3,EKP,<=1,<=2,,<=1,,<=0.25,1,<=20,<=0.25,,<=0.25,,,<=4,,<=1,,,>=32,,<=1,<=2,,,,,,,,,,,,,8,,,,,,<=2,,,,,,,32,<=1,,,,,,,,,,,,,,,,,,,,,,
573.46385,EKP,>32,,,,,>32,>64,,,,,,,256,,128,,,,,32,2,,,,,,,128,,256,,,,,>256,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,256,,,
573.66558,EKP,,,,,,>=16,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2531,EKP,,,,>8,>16,<=0.5,,,,>16,,16,>8,,<=1,>128,,4,,,>16,2,<=4,,<=8,<=1,>64,<=0.12,8,1,>64,32/16,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66419,EKP,,,,2,>=32,,,,,>=64,>=4,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24451,EKP,,=32,=8,,>32,,,>8/152,>8,>64,>8,>128/4,,>=32,=8,>64,,,>32,>32/16,>128,<=2,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=8,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2752,EKP,<=0.5,<=4,,>8,,,>8,,,>16,>4,16,>8,,<=1,>128,,32,,,>16,>4,16,,>16,2,>64,1,>8,8,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29874,EKP,,<=4,,<=1,,16,,,>1,,>2,,,,<=1,,,,,,,0.5,,<=1/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4072,EKP,0.059999999,,256,0.5,,,,,,,512,32,,16,,512,,256,,16,128,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66541,EKP,,,,>=16,,,,,>=8,>=64,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.7047,EKP,0.12,,256,1,,,,,,,256,32,,64,,256,,256,,16,32,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66338,EKP,,,,,,,,,,>=64,>=4,,,,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2327,EKP,,<=4,,,,,,,,,<=0.25,,8,,<=1,128,,>32,,,>16,<=0.25,16,,<=8,>32,>64,32,<=1,>32,>64,>32/16,4,>16,32/16,>64,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,
573.29949,EKP,,<=4,,,,128,,,>1,,,,,,>8,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65901,EKP,,,,>8,,<=0.5,<=0.5,>2/38,,<=1,2,,,,<=1,32,,4,,,<=1,1,<=4,,>16,<=1,>64,<=0.12,>8,1,64,<=8/4,<=0.5,8,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46405,EKP,,,,,,,1,,,,,,,>256,,256,,,,,>256,2,64,,,,,,8,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.66248,EKP,,,,,,>=16,,,>=8,,>=4,,,,,>=64,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66461,EKP,,8,,>=16,>=32,,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66327,EKP,,<=2,,<=1,,>=16,,,>=8,>=64,,,,,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2591,EKP,<=0.5,,,>8,>16,<=0.5,<=0.5,,,16,,<=4,,,<=1,>128,,<=2,,,8,2,<=4,,<=8,<=1,>64,<=0.12,4,<=0.5,>64,<=8/4,<=0.5,>16,32/16,64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4074,EKP,0.5,,16,0.5,,,,,,,0.25,32,,64,,1,,64,,8,2,2,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,,,,,,
573.9723,EKP,,<=1,=16,,,,,,,>64,>8,,=16,>32,,>64,,,>64,>32/16,>128,,,,,,,,,,>64,,>8,,,,,,,,>32,=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2362,EKP,<=0.5,<=4,,,>16,<=0.5,,<=1/19,,>16,<=0.25,8,<=1,,<=1,>128,,<=2,,,16,1,16,,<=8,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.65942,EKP,<=0.5,,,,>16,,4,,,>16,>4,,,,<=1,>128,,>32,,,>16,<=0.25,>16,,<=8,>32,>64,>32,<=1,>32,>64,>32/16,>8,>16,>32/16,>64,,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,
573.66246,EKP,,16,,,>=32,,,,,>=64,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.7051,EKP,0.059999999,,16,0.25,,,,,,,0.25,16,,64,,0.25,,32,,4,1,4,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
573.66006,EKP,<=0.5,,,<=1,,,8,,,,,32,<=1,,>8,>128,,16,,,>16,1,>16,,<=8,<=1,>64,1,4,2,>64,32/16,<=0.5,>16,>32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
1284797.4,EKP,4,<=4,,4,<=2,4,<=1,<=0.5/9.5,4,>16,0.5,>64/4,8,,<=0.25,4,,,,,16,0.5,,,,,,,4,,,,2,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2422,EKP,<=0.5,,,,4,,<=0.5,,,4,,<=4,,,<=1,128,,<=2,,,<=1,1,<=4,,>16,<=1,>64,<=0.12,4,1,>64,32/16,<=0.5,16,>32/16,32,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66291,EKP,,>=64,,,>=64,>=16,,,>=8,,,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.262,EKP,,<=4,,<=1,,<=0.5,,,>4,>16,>2,,<=1,,0.5,>32,,<=2,,,<=1,2,16,,>16,<=1,>64,<=0.12,8,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,1,,,,<=0.12,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
1400162.3,EKP,,>32,,>8,,>8,,>8,,,>2,>64,>8,,<4,,,,,,>32,2,,,,,,,,,>32,,,,>16,,,,,,>32,,,,,,,>256,,,,,,,,,,,,,,,,,,,,,,,
573.66393,EKP,,,,<=1,,>=16,,,,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.65985,EKP,,,,<=1,4,<=0.5,,>2/38,,,,,<=1,,<=1,>128,,<=2,,,<=1,1,16,,<=8,<=1,>64,<=0.12,4,1,>64,16/8,<=0.5,16,16/8,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.30008,EKP,,>32,,,,16,,2/38,,,,,,,4,,,,,,,1,,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.18542,EKP,<=0.5,<=1,>32,,=32,<=0.12,>8,,=0.25,,,>128/4,,,=4,>64,,,>32,=32/16,>128,=4,,,,,,,,,>32,,<=0.12,,>32/16,,,,,,>8,=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4155,EKP,0.12,,32,0.25,,,,,,,4,16,,64,,1,,256,,32,1,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66296,EKP,,8,,<=1,>=64,,,,>=8,,>=4,,,>=64,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.46358,EKP,16,,,,,>32,,,,,64,,,256,,>256,,,,,32,0.25,>256,,,,,,1,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
72407.2757,EKP,,,,,,<=0.5,>8,,,16,,,,,<=1,>128,,<=2,,,16,1,<=4,,<=8,<=1,>64,<=0.12,4,1,>64,<=8/4,<=0.5,>16,32/16,64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.4108,EKP,0.12,,256,0.5,,,,,,,256,8,,,,256,,256,,16,128,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.46377,EKP,,,,,256,>32,>64,,,,,,,,,256,,,,,256,4,>256,,,,,,64,,>256,,,,,>256,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.31608,EKP,>16,,,,>=64,,,,,,,>=128,,>=64,>16,>=64,,,>=32,>=32,>=64,>=8,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>320,,,,,,,,,
72407.2677,EKP,,8,,>8,,<=0.5,,,,,>4,32,,,<=1,>128,,<=2,,,>16,1,<=4,,16,<=1,>64,<=0.12,<=1,1,>64,32/16,<=0.5,>16,>32/16,<=4,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.66239,EKP,,32,,,>=32,,,,>=8,>=64,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72407.2265,EKP,<=0.5,<=4,,,,,<=0.5,>2/38,,16,1,<=4,,,<=1,>128,,<=2,,,<=1,1,<=4,,>16,<=1,>64,<=0.12,4,<=0.5,>64,16/8,<=0.5,>16,32/16,>64,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.46395,EKP,,,,,64,32,,,,,,,,,,128,,,,,32,0.5,,,,,,,8,,128,,,,,>256,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,>256,,,
573.29995,EKP,8,,,<=1,,8,,,>1,,<=0,,,,<=1,,,,,,,<=0,,<=1/4,<=8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.4204,EKP,0.12,,,,,,,,,,,,,,,0.25,,32,,8,1,4,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,
573.66435,EKP,,,,>=16,>=32,>=16,,,>=8,,,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66424,EKP,,<=2,,<=1,,>=16,,,,,,,,>=64,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66267,EKP,,<=2,,<=1,,>=16,,,>=8,,>=4,,,,,>=64,,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66348,EKP,,,,,>=64,>=16,,,>=8,>=64,,,,>=64,,>=64,>=64,>=64,>=32,>=32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24442,EKP,<0.5,<1,>32,<0.25,>32,=2,,,,>64,,,<=4,>=32,=0.25,>64,,,>32,>=32/16,>64,<=2,,,,,,=1/4,,,>32,,<=1,,,,,,,,>8,=0.5,,,,=4/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.31599,EKP,>16,>64,,4,>=64,,,,>=8,,>4,>=128,,,>16,>=64,,,>=32,>=32,>=64,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>320,,,,,,,,,
573.46871,EKP,,>32,,,>16,=64,>8,,,,,,,,<=0.5,,,,,>64/2,>64,<=0.25,>128,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1.0,,,,,,,,,,,
1304917.4,EKP,8,<=4,,4,16,>8,>8,<=0.5/9.5,>4,>16,>2,>64/4,>8,,<=0.25,32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
1328396.3,EKP,>=16,>=64,,<=1,,>=16,>=8,80,>=1,,>=4,,,>=64,,>=64,,,>=32,,<=64,<=2,,,,,,,,,,,,,>=32,,,,,,>=8,,,,,,,256,>=64,,,,,,,,,,,,,,,,,,,,,,
573.4165,EKP,0.5,,4,16,,,,,,,1,16,,8,,32,,64,,16,256,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.4156,EKP,0.25,,2,16,,,,,,,1,8,,8,,32,,32,,8,512,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.46864,EKP,,>32,,,,=64,>8,,,>32,>1,,,,=1,,,,,>64/2,>64,=0.5,8,>32,,,,,,,>4,,,,,,,,>64/4,,,,,,,,,>64,,,,,,,,,,,,1.0,,,,,,,,,,,
573.7221,EKP,,<=4,,<=1,>16,>8,,>2/38,>4,>16,>2,>64/4,<=1,>16,0.19,,,,,,>16,<=1,,,,,,,,,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.5778,EKP,>=8,64,>64,1,>=16,>=8,,>64/128,,>64,>16,>128/,64,64,0.125,>32,,,>64,,>64,>=2,,,>=32,,,,16,,,,,,>64/,,,,,>32,>64,<=0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284815.3,EKP,>8,32,,2,>16,>8,>8,>4/76,>4,>16,>2,>64/4,>8,,<=0.25,>32,,,,,>16,1,,,,,,,8,,,,>2,,,,,,,,,0.5,,,,,8,,,,,,,,,,,,,,>128/2,,,,,,,,,,
72407.2588,EKP,,<=4,,,<=1,<=0.5,,<=1/19,,,<=0.25,<=4,<=1,,<=1,<=0.5,,4,,,<=1,1,16,,16,<=1,<=0.5,,2,1,<=0.5,<=8/4,<=0.5,<=1,8/4,8,,,,,,,,,,<=0.12,,,,,,,,,,,,,,,,,,,,,,,,,
573.67361,EKP,,,,>16,>64,<=0.06,>8,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,0.5,0.5,>32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284834.3,EKP,2,<=4,,<=1,4,<=1,<=1,<=0.5/9.5,2,>16,<=0.25,>64/4,<=1,,<=0.25,4,,,,,16,0.5,,,,,,,4,,,,1,,,,,,,,,0.5,,,,,4,,,,,,,,,,,,,,>128/2,,,,,,,,,,
573.4226,EKP,,,2,,,,,,,,0.059999999,2,,8,,32,,64,,16,64,0.5,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
573.66485,EKP,,,,>=16,>=32,>=16,,,,,>=4,,,8,,32,,>=64,>=32,>=32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.29901,EKP,,,,<=1,,>128,,<=1/19,>1,,,,,,>8,,,,,,,1,32,<=1/4,>16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.24447,EKP,,,,=8,>32,>8,,,>8,>64,,,=8,>=32,=0.5,>64,,,>32,>32/16,>128,<1,,,,,,=64/4,,,>32,,>8,,,,,,,,>8,=0.5,,,,=32/4,,,,,,,,,,,,,,,,,,,,,,,,,
573.18087,EKP,,=16,=4,,>32,,>8,>8/152,>8,,,>128/4,,,=0.5,>64,,,>32,,>128,=1,,=4/4,,,,,,,>32,,>8,,>32/16,,,,,,>8,=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573.66293,EKP,,,,>=16,>=64,>=16,,,,>=64,>=4,,,16,,>=64,>=64,>=64,>=32,>=32,>=64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
